date,order_id,sku,product_name,category,brand,channel,qty,price,cost,vat_rate
2023-01-07,200113,MAP-7926,Maple Schaatsen,Schaatsen,Maple,store,1,201.31,104.86,0.21
2023-01-07,200114,EHS-1555,EHS Accessoires,Accessoires,EHS,store,1,22.23,11.93,0.21
2023-01-07,200115,RAP-4454,Raps Slijpen,Slijpen,Raps,web,1,70.72,41.19,0.21
2023-01-07,200116,NIJ-5443,Nijdam Kleding,Kleding,Nijdam,store,1,73.19,47.46,0.21
2023-01-07,200117,NIJ-1518,Nijdam Schoenen,Schoenen,Nijdam,store,1,123.9,58.13,0.21
2023-01-07,200118,ZAN-5181,Zandstra Accessoires,Accessoires,Zandstra,store,1,25.59,14.12,0.21
2023-01-07,200119,EHS-4402,EHS Slijpen,Slijpen,EHS,store,2,47.79,31.09,0.21
2023-01-07,200120,BON-9843,Bont Schoenen,Schoenen,Bont,store,1,162.96,80.26,0.21
2023-01-07,200121,ZAN-2706,Zandstra Kleding,Kleding,Zandstra,store,2,66.58,38.6,0.21
2023-01-07,200122,EHS-1070,EHS Slijpen,Slijpen,EHS,marketplace,2,59.38,40.46,0.21
2023-01-08,200123,BON-3982,Bont Kleding,Kleding,Bont,store,2,66.79,41.31,0.21
2023-01-08,200124,RAP-6430,Raps Kleding,Kleding,Raps,store,2,57.66,27.0,0.21
2023-01-08,200125,ZAN-3534,Zandstra Bescherming,Bescherming,Zandstra,marketplace,1,27.44,19.15,0.21
2023-01-08,200126,BON-3786,Bont Kleding,Kleding,Bont,web,2,73.42,40.45,0.21
2023-01-08,200127,MAP-1015,Maple Slijpen,Slijpen,Maple,store,1,47.08,25.37,0.21
2023-01-08,200128,ZAN-7669,Zandstra Accessoires,Accessoires,Zandstra,store,1,24.81,16.98,0.21
2023-01-08,200129,EHS-7457,EHS Kleding,Kleding,EHS,marketplace,2,86.35,44.2,0.21
2023-01-08,200130,NIJ-7365,Nijdam Bescherming,Bescherming,Nijdam,web,1,37.78,24.82,0.21
2023-01-08,200131,BON-5112,Bont Kleding,Kleding,Bont,store,2,79.88,52.94,0.21
2023-01-08,200132,NIJ-9490,Nijdam Slijpen,Slijpen,Nijdam,web,2,56.92,40.14,0.21
2023-01-08,200133,BON-7808,Bont Schaatsen,Schaatsen,Bont,store,2,256.92,166.22,0.21
2023-01-08,200134,EHS-4868,EHS Schaatsen,Schaatsen,EHS,marketplace,2,213.5,131.94,0.21
2023-01-09,200135,RAP-4549,Raps Kleding,Kleding,Raps,store,1,75.76,40.93,0.21
2023-01-09,200136,BON-9425,Bont Schoenen,Schoenen,Bont,store,2,122.9,86.06,0.21
2023-01-09,200137,BON-5653,Bont Schaatsen,Schaatsen,Bont,store,1,180.78,101.8,0.21
2023-01-09,200138,EHS-8057,EHS Schoenen,Schoenen,EHS,store,1,137.6,74.23,0.21
2023-01-09,200139,BON-4044,Bont Accessoires,Accessoires,Bont,web,1,27.78,17.68,0.21
2023-01-09,200140,RAP-2620,Raps Bescherming,Bescherming,Raps,web,1,33.38,21.42,0.21
2023-01-09,200141,ZAN-6174,Zandstra Schaatsen,Schaatsen,Zandstra,web,1,215.16,138.95,0.21
2023-01-09,200142,NIJ-2444,Nijdam Kleding,Kleding,Nijdam,web,2,57.35,36.76,0.21
2023-01-09,200143,MAP-6764,Maple Slijpen,Slijpen,Maple,store,2,51.61,32.89,0.21
2023-01-09,200144,BON-6041,Bont Accessoires,Accessoires,Bont,web,2,31.6,21.73,0.21
2023-01-09,200145,MAP-5149,Maple Schoenen,Schoenen,Maple,web,1,106.89,65.08,0.21
2023-01-09,200146,NIJ-1431,Nijdam Schaatsen,Schaatsen,Nijdam,web,1,204.9,135.33,0.21
2023-01-09,200147,RAP-2839,Raps Bescherming,Bescherming,Raps,store,1,40.53,24.83,0.21
2023-01-09,200148,VIK-6555,Viking Schaatsen,Schaatsen,Viking,store,2,228.09,108.37,0.21
2023-01-09,200149,ZAN-8458,Zandstra Kleding,Kleding,Zandstra,web,2,72.37,36.87,0.21
2023-01-09,200150,ZAN-6115,Zandstra Kleding,Kleding,Zandstra,store,2,73.3,40.37,0.21
2023-01-10,200151,NIJ-5193,Nijdam Slijpen,Slijpen,Nijdam,web,1,63.43,43.95,0.21
2023-01-10,200152,RAP-3130,Raps Bescherming,Bescherming,Raps,web,2,30.97,17.39,0.21
2023-01-10,200153,VIK-1108,Viking Bescherming,Bescherming,Viking,web,1,37.75,26.13,0.21
2023-01-10,200154,MAP-4564,Maple Schoenen,Schoenen,Maple,store,1,96.04,55.36,0.21
2023-01-10,200155,BON-6250,Bont Kleding,Kleding,Bont,web,2,60.98,36.06,0.21
2023-01-10,200156,NIJ-6028,Nijdam Accessoires,Accessoires,Nijdam,store,2,24.94,15.02,0.21
2023-01-10,200157,EHS-8994,EHS Accessoires,Accessoires,EHS,store,1,21.03,13.37,0.21
2023-01-10,200158,BON-8467,Bont Slijpen,Slijpen,Bont,store,2,50.2,28.56,0.21
2023-01-10,200159,VIK-8285,Viking Schaatsen,Schaatsen,Viking,store,2,246.92,177.0,0.21
2023-01-10,200160,VIK-2096,Viking Accessoires,Accessoires,Viking,store,2,21.58,11.79,0.21
2023-01-10,200161,EHS-3473,EHS Slijpen,Slijpen,EHS,marketplace,1,76.53,39.3,0.21
2023-01-10,200162,MAP-5527,Maple Schoenen,Schoenen,Maple,web,2,130.01,86.63,0.21
2023-01-10,200163,ZAN-7622,Zandstra Schoenen,Schoenen,Zandstra,web,2,126.97,90.63,0.21
2023-01-10,200164,NIJ-6968,Nijdam Schoenen,Schoenen,Nijdam,marketplace,1,145.34,81.86,0.21
2023-01-10,200165,BON-8658,Bont Slijpen,Slijpen,Bont,marketplace,2,74.03,47.16,0.21
2023-01-10,200166,NIJ-3363,Nijdam Schaatsen,Schaatsen,Nijdam,web,1,237.92,116.97,0.21
2023-01-10,200167,MAP-4389,Maple Schoenen,Schoenen,Maple,web,2,133.97,95.89,0.21
2023-01-10,200168,RAP-9512,Raps Slijpen,Slijpen,Raps,web,2,60.55,34.86,0.21
2023-01-10,200169,EHS-6451,EHS Accessoires,Accessoires,EHS,web,1,29.45,15.14,0.21
2023-01-10,200170,VIK-2770,Viking Accessoires,Accessoires,Viking,store,2,28.25,15.28,0.21
2023-01-10,200171,NIJ-8172,Nijdam Accessoires,Accessoires,Nijdam,marketplace,2,20.9,11.78,0.21
2023-01-10,200172,NIJ-1538,Nijdam Bescherming,Bescherming,Nijdam,store,2,41.12,23.23,0.21
2023-01-10,200173,VIK-7865,Viking Bescherming,Bescherming,Viking,marketplace,1,18.49,9.17,0.21
2023-01-10,200174,BON-4584,Bont Bescherming,Bescherming,Bont,store,2,35.97,22.39,0.21
2023-01-11,200175,RAP-6066,Raps Bescherming,Bescherming,Raps,store,1,33.89,22.47,0.21
2023-01-11,200176,MAP-6316,Maple Bescherming,Bescherming,Maple,store,2,40.04,28.52,0.21
2023-01-11,200177,VIK-3945,Viking Schaatsen,Schaatsen,Viking,store,2,257.98,168.88,0.21
2023-01-11,200178,BON-5658,Bont Bescherming,Bescherming,Bont,store,2,37.81,18.44,0.21
2023-01-11,200179,RAP-7245,Raps Slijpen,Slijpen,Raps,store,1,75.86,50.7,0.21
2023-01-11,200180,MAP-1387,Maple Accessoires,Accessoires,Maple,marketplace,2,21.31,10.11,0.21
2023-01-11,200181,VIK-7637,Viking Schoenen,Schoenen,Viking,store,1,147.6,103.94,0.21
2023-01-11,200182,ZAN-8671,Zandstra Schoenen,Schoenen,Zandstra,web,1,172.74,110.74,0.21
2023-01-11,200183,ZAN-3971,Zandstra Kleding,Kleding,Zandstra,web,2,60.27,35.29,0.21
2023-01-11,200184,VIK-7346,Viking Accessoires,Accessoires,Viking,store,2,27.68,18.45,0.21
2023-01-11,200185,RAP-9280,Raps Kleding,Kleding,Raps,store,2,79.58,51.64,0.21
2023-01-11,200186,NIJ-3063,Nijdam Accessoires,Accessoires,Nijdam,web,2,19.79,11.02,0.21
2023-01-11,200187,RAP-6724,Raps Schoenen,Schoenen,Raps,store,1,125.89,72.45,0.21
2023-01-12,200188,ZAN-5651,Zandstra Schoenen,Schoenen,Zandstra,store,2,142.79,82.74,0.21
2023-01-12,200189,EHS-3813,EHS Schoenen,Schoenen,EHS,store,2,148.87,91.52,0.21
2023-01-12,200190,BON-5911,Bont Kleding,Kleding,Bont,web,2,64.34,39.78,0.21
2023-01-12,200191,MAP-2460,Maple Kleding,Kleding,Maple,store,2,82.41,54.35,0.21
2023-01-12,200192,MAP-3199,Maple Accessoires,Accessoires,Maple,store,1,28.43,15.4,0.21
2023-01-12,200193,EHS-6441,EHS Bescherming,Bescherming,EHS,web,1,41.0,22.32,0.21
2023-01-12,200194,BON-8929,Bont Schoenen,Schoenen,Bont,web,1,131.72,60.15,0.21
2023-01-12,200195,VIK-7447,Viking Accessoires,Accessoires,Viking,marketplace,2,31.13,16.15,0.21
2023-01-12,200196,VIK-8099,Viking Bescherming,Bescherming,Viking,web,2,33.24,18.1,0.21
2023-01-12,200197,VIK-5872,Viking Schoenen,Schoenen,Viking,web,2,165.9,89.85,0.21
2023-01-12,200198,VIK-1095,Viking Schoenen,Schoenen,Viking,store,1,130.37,58.89,0.21
2023-01-12,200199,RAP-6570,Raps Slijpen,Slijpen,Raps,marketplace,1,52.28,29.49,0.21
2023-01-12,200200,VIK-9831,Viking Slijpen,Slijpen,Viking,web,1,55.37,25.3,0.21
2023-01-12,200201,VIK-2596,Viking Schaatsen,Schaatsen,Viking,web,1,299.89,196.82,0.21
2023-01-12,200202,MAP-1845,Maple Bescherming,Bescherming,Maple,marketplace,2,38.73,27.26,0.21
2023-01-13,200203,MAP-8069,Maple Schoenen,Schoenen,Maple,web,1,140.22,71.59,0.21
2023-01-13,200204,NIJ-7917,Nijdam Kleding,Kleding,Nijdam,store,2,80.28,57.23,0.21
2023-01-13,200205,BON-4974,Bont Slijpen,Slijpen,Bont,store,1,49.27,27.02,0.21
2023-01-13,200206,BON-7744,Bont Bescherming,Bescherming,Bont,store,2,32.83,19.83,0.21
2023-01-13,200207,BON-5651,Bont Kleding,Kleding,Bont,store,1,75.66,40.69,0.21
2023-01-13,200208,RAP-4451,Raps Accessoires,Accessoires,Raps,store,1,28.89,15.37,0.21
2023-01-13,200209,BON-2826,Bont Schaatsen,Schaatsen,Bont,store,1,223.53,127.96,0.21
2023-01-13,200210,VIK-6467,Viking Kleding,Kleding,Viking,store,2,61.98,38.14,0.21
2023-01-13,200211,ZAN-6842,Zandstra Accessoires,Accessoires,Zandstra,store,2,17.12,10.03,0.21
2023-01-13,200212,BON-2284,Bont Accessoires,Accessoires,Bont,store,1,18.4,10.66,0.21
2023-01-13,200213,BON-9995,Bont Accessoires,Accessoires,Bont,store,1,24.54,15.19,0.21
2023-01-13,200214,RAP-4264,Raps Slijpen,Slijpen,Raps,store,2,66.2,40.56,0.21
2023-01-13,200215,ZAN-8732,Zandstra Bescherming,Bescherming,Zandstra,web,1,33.48,22.12,0.21
2023-01-13,200216,EHS-1822,EHS Schoenen,Schoenen,EHS,web,2,128.63,80.94,0.21
2023-01-13,200217,ZAN-1143,Zandstra Schaatsen,Schaatsen,Zandstra,web,2,261.5,158.56,0.21
2023-01-13,200218,ZAN-4061,Zandstra Schaatsen,Schaatsen,Zandstra,store,2,149.73,75.43,0.21
2023-01-13,200219,NIJ-5309,Nijdam Slijpen,Slijpen,Nijdam,store,1,70.55,42.09,0.21
2023-01-13,200220,EHS-2093,EHS Slijpen,Slijpen,EHS,web,1,63.39,40.37,0.21
2023-01-13,200221,NIJ-8735,Nijdam Slijpen,Slijpen,Nijdam,web,1,68.19,36.38,0.21
2023-01-14,200222,BON-6549,Bont Schaatsen,Schaatsen,Bont,store,1,209.69,107.36,0.21
2023-01-14,200223,BON-9890,Bont Slijpen,Slijpen,Bont,store,2,68.22,46.93,0.21
2023-01-14,200224,ZAN-5194,Zandstra Slijpen,Slijpen,Zandstra,store,1,69.16,39.94,0.21
2023-01-14,200225,RAP-8569,Raps Slijpen,Slijpen,Raps,store,1,59.21,33.27,0.21
2023-01-14,200226,NIJ-1703,Nijdam Schoenen,Schoenen,Nijdam,web,2,143.77,69.63,0.21
2023-01-14,200227,ZAN-7816,Zandstra Accessoires,Accessoires,Zandstra,marketplace,2,26.92,13.91,0.21
2023-01-14,200228,BON-2405,Bont Slijpen,Slijpen,Bont,store,1,59.43,30.71,0.21
2023-01-14,200229,RAP-3717,Raps Schaatsen,Schaatsen,Raps,store,1,260.7,130.3,0.21
2023-01-14,200230,EHS-5655,EHS Kleding,Kleding,EHS,store,1,68.2,46.55,0.21
2023-01-14,200231,ZAN-5944,Zandstra Schoenen,Schoenen,Zandstra,store,1,167.29,81.0,0.21
2023-01-14,200232,VIK-5768,Viking Schoenen,Schoenen,Viking,marketplace,2,150.06,71.35,0.21
2023-01-14,200233,VIK-6785,Viking Accessoires,Accessoires,Viking,marketplace,1,19.38,13.55,0.21
2023-01-14,200234,RAP-2806,Raps Schoenen,Schoenen,Raps,marketplace,2,187.94,114.46,0.21
2023-01-14,200235,BON-8425,Bont Accessoires,Accessoires,Bont,marketplace,2,22.46,10.2,0.21
2023-01-14,200236,BON-2567,Bont Schaatsen,Schaatsen,Bont,web,1,231.97,150.13,0.21
2023-01-14,200237,NIJ-7142,Nijdam Bescherming,Bescherming,Nijdam,store,2,31.56,19.05,0.21
2023-01-15,200238,ZAN-4172,Zandstra Bescherming,Bescherming,Zandstra,marketplace,1,42.87,24.23,0.21
2023-01-15,200239,BON-6655,Bont Accessoires,Accessoires,Bont,web,1,23.5,15.17,0.21
2023-01-15,200240,MAP-4736,Maple Slijpen,Slijpen,Maple,store,1,56.53,25.57,0.21
2023-01-15,200241,BON-5840,Bont Schaatsen,Schaatsen,Bont,store,2,225.81,138.34,0.21
2023-01-15,200242,BON-7946,Bont Accessoires,Accessoires,Bont,web,2,29.62,16.89,0.21
2023-01-15,200243,BON-1310,Bont Kleding,Kleding,Bont,store,1,70.4,47.97,0.21
2023-01-15,200244,RAP-3771,Raps Bescherming,Bescherming,Raps,marketplace,2,42.07,23.81,0.21
2023-01-15,200245,NIJ-5662,Nijdam Accessoires,Accessoires,Nijdam,store,1,22.99,12.49,0.21
2023-01-15,200246,MAP-7391,Maple Accessoires,Accessoires,Maple,store,1,21.41,13.31,0.21
2023-01-15,200247,NIJ-7679,Nijdam Bescherming,Bescherming,Nijdam,store,2,39.34,23.45,0.21
2023-01-15,200248,VIK-5034,Viking Schaatsen,Schaatsen,Viking,store,1,214.03,146.37,0.21
2023-01-15,200249,EHS-5830,EHS Schoenen,Schoenen,EHS,store,1,116.49,55.71,0.21
2023-01-15,200250,MAP-5729,Maple Schoenen,Schoenen,Maple,store,1,134.36,83.31,0.21
2023-01-15,200251,RAP-1220,Raps Accessoires,Accessoires,Raps,web,2,25.21,18.13,0.21
2023-01-15,200252,EHS-4888,EHS Schoenen,Schoenen,EHS,store,1,143.8,103.52,0.21
2023-01-15,200253,ZAN-9883,Zandstra Bescherming,Bescherming,Zandstra,store,2,35.13,16.04,0.21
2023-01-15,200254,BON-8114,Bont Slijpen,Slijpen,Bont,web,2,53.55,24.15,0.21
2023-01-15,200255,ZAN-8234,Zandstra Slijpen,Slijpen,Zandstra,store,2,61.29,37.96,0.21
2023-01-15,200256,NIJ-8457,Nijdam Schaatsen,Schaatsen,Nijdam,marketplace,1,240.36,138.66,0.21
2023-01-15,200257,BON-5644,Bont Bescherming,Bescherming,Bont,marketplace,2,33.46,18.35,0.21
2023-01-16,200258,EHS-8318,EHS Bescherming,Bescherming,EHS,web,1,30.31,19.11,0.21
